10000000, 1.00540, 0.01499
20000000, 1.82222, 0.02949
30000000, 2.63801, 0.04247
40000000, 3.44750, 0.06234
50000000, 4.17918, 0.07157
60000000, 5.18815, 0.08609
70000000, 6.02256, 0.09689
80000000, 6.84083, 0.11038
90000000, 7.79485, 0.12542
100000000, 8.77650, 0.13760
